code,name,kind1
002380,KCC,화학
001390,KG케미칼,화학
083420,KPX그린케미칼,화학
025000,KPX케미칼,화학
051900,LG생활건강,화학
051905,LG생활건강우,화학
108670,LG하우시스,화학
108675,LG하우시스우,화학
051910,LG화학,화학
051915,LG화학우,화학
004250,NPC,화학
004255,NPC우,화학
010060,OCI,화학
010950,S-Oil,화학
010955,S-Oil우,화학
002360,SH에너지화학,화학
011790,SKC,화학
006120,SK케미칼,화학
006125,SK케미칼우,화학
024070,WISCOM,화학
000860,강남제비스코,화학
002100,경농,화학
012610,경인양행,화학
007690,국도화학,화학
014530,극동유화,화학
001570,금양,화학
011780,금호석유,화학
011785,금호석유우,화학
073240,금호타이어,화학
025860,남해화학,화학
002350,넥센타이어,화학
002355,넥센타이어1우B,화학
090350,노루페인트,화학
090355,노루페인트우,화학
024890,대원화성,화학
006650,대한유화,화학
003830,대한화섬,화학
004830,덕성,화학
004835,덕성우,화학
008000,도레이케미칼,화학
023450,동남합성,화학
007590,동방아그로,화학
005190,동성화학,화학
007340,동아타이어,화학
014820,동원시스템즈,화학
014825,동원시스템즈우,화학
163560,동일고무벨트,화학
115390,락앤락,화학
004000,롯데정밀화학,화학
011170,롯데케미칼,화학
002840,미원상사,화학
107590,미원에스씨,화학
134380,미원화학,화학
003650,미창석유,화학
001340,백광산업,화학
035150,백산,화학
002760,보락,화학
003720,삼영화학,화학
000390,삼화페인트,화학
008490,서흥,화학
003080,성보화학,화학
004430,송원산업,화학
090430,아모레퍼시픽,화학
090435,아모레퍼시픽우,화학
161000,애경유화,화학
078520,에이블씨엔씨,화학
014440,영보화학,화학
014830,유니드,화학
008730,율촌화학,화학
005950,이수화학,화학
081000,일진다이아,화학
004910,조광페인트,화학
001550,조비,화학
003780,진양산업,화학
010640,진양폴리,화학
051630,진양화학,화학
006380,카프로,화학
192820,코스맥스,화학
005070,코스모신소재,화학
005420,코스모화학,화학
144620,코오롱머티리얼,화학
120110,코오롱인더,화학
120115,코오롱인더우,화학
138490,코오롱플라스틱,화학
015890,태경산업,화학
006890,태경화학,화학
003240,태광산업,화학
214420,토니모리,화학
002960,한국쉘석유,화학
161890,한국콜마,화학
161390,한국타이어,화학
003350,한국화장품제조,화학
011500,한농화성,화학
014680,한솔케미칼,화학
000880,한화,화학
00088K,한화3우B,화학
000885,한화우,화학
009830,한화케미칼,화학
009835,한화케미칼우,화학
089470,현대EP,화학
011720,현대페인트,화학
006060,화승인더,화학
004800,효성,화학
093370,후성,화학
079980,휴비스,화학
069260,휴켐스,화학
