code,name,kind1
027410,BGF리테일,대형주
138930,BNK금융지주,대형주
001040,CJ,대형주
079160,CJ CGV,대형주
000120,CJ대한통운,대형주
097950,CJ제일제당,대형주
078930,GS,대형주
007070,GS리테일,대형주
105560,KB금융,대형주
002380,KCC,대형주
030200,KT,대형주
033780,KT&G,대형주
003550,LG,대형주
034220,LG디스플레이,대형주
051900,LG생활건강,대형주
032640,LG유플러스,대형주
011070,LG이노텍,대형주
066570,LG전자,대형주
051910,LG화학,대형주
079550,LIG넥스원,대형주
035420,NAVER,대형주
005940,NH투자증권,대형주
005490,POSCO,대형주
010950,S-Oil,대형주
034730,SK,대형주
096770,SK이노베이션,대형주
017670,SK텔레콤,대형주
000660,SK하이닉스,대형주
035250,강원랜드,대형주
010130,고려아연,대형주
000270,기아차,대형주
024110,기업은행,대형주
006280,녹십자,대형주
005250,녹십자홀딩스,대형주
004370,농심,대형주
000210,대림산업,대형주
047040,대우건설,대형주
001440,대한전선,대형주
005830,동부화재,대형주
023530,롯데쇼핑,대형주
004990,롯데제과,대형주
005300,롯데칠성,대형주
011170,롯데케미칼,대형주
006800,미래에셋대우,대형주
037620,미래에셋증권,대형주
005610,삼립식품,대형주
006400,삼성SDI,대형주
028260,삼성물산,대형주
032830,삼성생명,대형주
018260,삼성에스디에스,대형주
009150,삼성전기,대형주
005930,삼성전자,대형주
010140,삼성중공업,대형주
016360,삼성증권,대형주
029780,삼성카드,대형주
000810,삼성화재,대형주
004170,신세계,대형주
055550,신한지주,대형주
002790,아모레G,대형주
090430,아모레퍼시픽,대형주
012750,에스원,대형주
036570,엔씨소프트,대형주
111770,영원무역,대형주
007310,오뚜기,대형주
001800,오리온,대형주
000030,우리은행,대형주
000100,유한양행,대형주
139480,이마트,대형주
030000,제일기획,대형주
021240,코웨이,대형주
192400,쿠쿠전자,대형주
086790,하나금융지주,대형주
036460,한국가스공사,대형주
071050,한국금융지주,대형주
015760,한국전력,대형주
161390,한국타이어,대형주
047810,한국항공우주,대형주
008930,한미사이언스,대형주
128940,한미약품,대형주
009240,한샘,대형주
105630,한세실업,대형주
018880,한온시스템,대형주
051600,한전KPS,대형주
000880,한화,대형주
088350,한화생명,대형주
009830,한화케미칼,대형주
000720,현대건설,대형주
005440,현대그린푸드,대형주
086280,현대글로비스,대형주
012330,현대모비스,대형주
069960,현대백화점,대형주
012630,현대산업,대형주
011210,현대위아,대형주
004020,현대제철,대형주
009540,현대중공업,대형주
005380,현대차,대형주
001450,현대해상,대형주
008770,호텔신라,대형주
004800,효성,대형주
