code,name,kind
178920,SKC코오롱PI,코스닥
036490,SK머티리얼즈,코스닥
052260,SK바이오랜드,코스닥
066270,SK컴즈,코스닥
048550,SM C&C,코스닥
089230,THE E&M,코스닥
032540,TJ미디어,코스닥
048770,TPC,코스닥
052300,W홀딩컴퍼니,코스닥
040300,YTN,코스닥
051390,YW,코스닥
079940,가비아,코스닥
078890,가온미디어,코스닥
192410,감마누,코스닥
024840,갑을메탈,코스닥
217730,강스템바이오텍,코스닥
094480,갤럭시아컴즈,코스닥
063080,게임빌,코스닥
039240,경남스틸,코스닥
053950,경남제약,코스닥
011040,경동제약,코스닥
139050,경봉,코스닥
024910,경창산업,코스닥
089890,고려반도체,코스닥
049720,고려신용정보,코스닥
014570,고려제약,코스닥
098460,고영,코스닥
206660,골든브릿지제2호스팩,코스닥
219580,골든브릿지제3호스팩,코스닥
227950,골든브릿지제4호스팩,코스닥
900280,골든센츄리,코스닥
215000,골프존,코스닥
121440,골프존유원홀딩스,코스닥
014200,광림,코스닥
026910,광진실업,코스닥
090150,광진윈텍,코스닥
223040,교보5호스팩,코스닥
242040,교보비엔케이스팩,코스닥
053270,구영테크,코스닥
066620,국보디자인,코스닥
043650,국순당,코스닥
006050,국영지앤엠,코스닥
060480,국일신동,코스닥
078130,국일제지,코스닥
019010,그랜드백화점,코스닥
900070,글로벌에스엠,코스닥
019660,글로본,코스닥
053260,금강철강,코스닥
058370,금성테크,코스닥
036190,금화피에스시,코스닥
049080,기가레인,코스닥
035460,기산텔레콤,코스닥
187790,나노,코스닥
151910,나노스,코스닥
121600,나노신소재,코스닥
039860,나노엔텍,코스닥
091970,나노캠텍,코스닥
051490,나라엠앤디,코스닥
190510,나무가,코스닥
089600,나스미디어,코스닥
138610,나이벡,코스닥
130580,나이스디앤비,코스닥
036800,나이스정보통신,코스닥
091590,남화토건,코스닥
168330,내츄럴엔도텍,코스닥
072770,네오디안테크놀로지,코스닥
212560,네오오토,코스닥
095660,네오위즈게임즈,코스닥
042420,네오위즈홀딩스,코스닥
085910,네오티스,코스닥
092730,네오팜,코스닥
101400,네오피델리티,코스닥
153460,네이블,코스닥
007390,네이처셀,코스닥
033640,네패스,코스닥
087730,네패스신소재,코스닥
073070,넥센테크,코스닥
089140,넥스턴,코스닥
065170,넥스트BT,코스닥
139670,넥스트리밍,코스닥
051980,넥스트바이오홀딩스,코스닥
137940,넥스트아이,코스닥
092600,넥스트칩,코스닥
041140,넥슨지티,코스닥
144510,녹십자랩셀,코스닥
031390,녹십자셀,코스닥
142280,녹십자엠에스,코스닥
054050,농우바이오,코스닥
040160,누리텔레콤,코스닥
069140,누리플랜,코스닥
126870,뉴로스,코스닥
060260,뉴보텍,코스닥
012340,뉴인텍,코스닥
222040,뉴트리바이오텍,코스닥
900100,뉴프라이드,코스닥
085670,뉴프렉스,코스닥
053290,능률교육,코스닥
222810,닉스테크,코스닥
119860,다나와,코스닥
064260,다날,코스닥
093640,다믈멀티미디어,코스닥
039560,다산네트웍스,코스닥
032190,다우데이타,코스닥
068240,다원시스,코스닥
020400,대동금속,코스닥
008830,대동기어,코스닥
048470,대동스틸,코스닥
004780,대륙제관,코스닥
017650,대림제지,코스닥
007720,대명코퍼레이션,코스닥
078140,대봉엘에스,코스닥
036480,대성미생물,코스닥
025440,대성엘텍,코스닥
027830,대성창투,코스닥
104040,대성파인텍,코스닥
217270,대신밸런스제1호스팩,코스닥
232140,대신밸런스제2호스팩,코스닥
020180,대신정보통신,코스닥
045390,대아티아이,코스닥
108380,대양전기공업,코스닥
006580,대양제지,코스닥
215480,대우SBI스팩1호,코스닥
204440,대우스팩2호,코스닥
215580,대우스팩3호,코스닥
048910,대원미디어,코스닥
005710,대원산업,코스닥
071460,대유위니아,코스닥
120240,대정화금,코스닥
003310,대주산업,코스닥
078600,대주전자재료,코스닥
065690,대진디엠피,코스닥
096350,대창솔루션,코스닥
140520,대창스틸,코스닥
131220,대한과학,코스닥
010170,대한광통신,코스닥
054670,대한뉴팜,코스닥
023910,대한약품,코스닥
021040,대호피앤씨,코스닥
021045,대호피앤씨우,코스닥
067080,대화제약,코스닥
192080,더블유게임즈,코스닥
213420,덕산네오룩스,코스닥
077360,덕산하이메탈,코스닥
090410,덕신하우징,코스닥
194480,데브시스터즈,코스닥
017680,데코앤이,코스닥
206560,덱스터,코스닥
067990,도이치모터스,코스닥
100130,동국S&C,코스닥
005160,동국산업,코스닥
075970,동국알앤에스,코스닥
086450,동국제약,코스닥
099410,동방선기,코스닥
045890,동부라이텍,코스닥
226440,동부스팩3호,코스닥
230490,동부제4호스팩,코스닥
033500,동성화인텍,코스닥
025950,동신건설,코스닥
088130,동아엘텍,코스닥
041930,동아화성,코스닥
038500,동양시멘트,코스닥
060380,동양에스텍,코스닥
079960,동양이엔피,코스닥
228340,동양파일,코스닥
104460,동양피엔에프,코스닥
088910,동우,코스닥
094170,동운아나텍,코스닥
013120,동원개발,코스닥
109860,동일금속,코스닥
032960,동일기연,코스닥
023790,동일철강,코스닥
005290,동진쎄미켐,코스닥
025900,동화기업,코스닥
078590,두올산업,코스닥
030350,드래곤플라이,코스닥
073190,디비케이,코스닥
066670,디스플레이텍,코스닥
109740,디에스케이,코스닥
090710,디에스티로봇,코스닥
131030,디에이치피코리아,코스닥
196490,디에이테크놀로지,코스닥
066900,디에이피,코스닥
127120,디엔에이링크,코스닥
092070,디엔에프,코스닥
101000,디엠씨,코스닥
134580,디엠티,코스닥
039840,디오,코스닥
079810,디이엔티,코스닥
113810,디젠스,코스닥
043360,디지아이,코스닥
106520,디지탈옵틱,코스닥
068930,디지털대성,코스닥
033130,디지틀조선,코스닥
033310,디케이디앤아이,코스닥
105740,디케이락,코스닥
187220,디티앤씨,코스닥
131180,딜리,코스닥
042510,라온시큐어,코스닥
050120,라이브플렉스,코스닥
171120,라이온켐텍,코스닥
171010,램테크놀러지,코스닥
084650,랩지노믹스,코스닥
141080,레고켐바이오,코스닥
060300,레드로버,코스닥
038390,레드캡투어,코스닥
228850,레이언스,코스닥
047440,레이젠,코스닥
238120,로고스바이오,코스닥
090360,로보스타,코스닥
900260,로스웰,코스닥
016170,로엔,코스닥
067730,로지시스,코스닥
071280,로체시스템즈,코스닥
109960,로코조이,코스닥
038060,루멘스,코스닥
082800,루미마이크로,코스닥
085370,루트로닉,코스닥
060240,룽투코리아,코스닥
042940,르네코,코스닥
058470,리노공업,코스닥
039980,리노스,코스닥
016100,리더스코스메틱,코스닥
197210,리드,코스닥
012700,리드코프,코스닥
038340,리젠,코스닥
131100,리켐,코스닥
042500,링네트,코스닥
098120,마이크로컨텍솔,코스닥
035480,마제스타,코스닥
038290,마크로젠,코스닥
005990,매일유업,코스닥
127160,매직마이크로,코스닥
093520,매커스,코스닥
141070,맥스로텍,코스닥
067280,멀티캠퍼스,코스닥
072870,메가스터디,코스닥
215200,메가스터디교육,코스닥
133750,메가엠디,코스닥
041920,메디아나,코스닥
086900,메디톡스,코스닥
078160,메디포스트,코스닥
065650,메디프론,코스닥
021880,메이슨캐피탈,코스닥
140410,메지온,코스닥
059210,메타바이오메드,코스닥
058110,멕아이씨에스,코스닥
096640,멜파스,코스닥
080420,모다이노칩,코스닥
149940,모다정보통신,코스닥
080160,모두투어,코스닥
100030,모바일리더,코스닥
101330,모베이스,코스닥
033200,모아텍,코스닥
006920,모헨즈,코스닥
001810,무림SP,코스닥
161570,미동앤씨네마,코스닥
095500,미래나노텍,코스닥
215750,미래에셋제3호스팩,코스닥
239340,미래에셋제5호스팩,코스닥
049950,미래컴퍼니,코스닥
213090,미래테크놀로지,코스닥
207760,미스터블루,코스닥
059090,미코,코스닥
201490,미투온,코스닥
214180,민앤지,코스닥
206640,바디텍메드,코스닥
018700,바른손,코스닥
035620,바른손이앤에이,코스닥
064520,바른전자,코스닥
029480,바른테크놀로지,코스닥
053030,바이넥스,코스닥
084990,바이로메드,코스닥
064550,바이오니아,코스닥
208710,바이오로그디바이스,코스닥
142760,바이오리더스,코스닥
038460,바이오스마트,코스닥
086040,바이오톡스텍,코스닥
032980,바이온,코스닥
043150,바텍,코스닥
046310,백금T&A,코스닥
036620,버추얼텍,코스닥
104200,벅스,코스닥
177350,베셀,코스닥
225530,보광산업,코스닥
014100,보령메디앙스,코스닥
006910,보성파워텍,코스닥
026260,보타바이오,코스닥
014470,부방,코스닥
008470,부스타,코스닥
100120,뷰웍스,코스닥
064480,브리지텍,코스닥
033560,블루콤,코스닥
200780,비씨월드제약,코스닥
141000,비아트론,코스닥
090460,비에이치,코스닥
083650,비에이치아이,코스닥
086670,비엠티,코스닥
082920,비츠로셀,코스닥
054220,비츠로시스,코스닥
042370,비츠로테크,코스닥
032850,비트컴퓨터,코스닥
093190,빅솔론,코스닥
065450,빅텍,코스닥
069540,빛과전자,코스닥
072950,빛샘전자,코스닥
143240,사람인에이치알,코스닥
123260,사파이어테크놀로지,코스닥
100090,삼강엠앤티,코스닥
122350,삼기오토모티브,코스닥
014970,삼륭물산,코스닥
018310,삼목에스폼,코스닥
053700,삼보모터스,코스닥
009620,삼보산업,코스닥
023600,삼보판지,코스닥
111870,삼본정밀전자,코스닥
009300,삼아제약,코스닥
054540,삼영엠텍,코스닥
065570,삼영이엔씨,코스닥
082660,삼우엠스,코스닥
073640,삼원테크,코스닥
032280,삼일,코스닥
002290,삼일기업공사,코스닥
037460,삼지전자,코스닥
032750,삼진,코스닥
054090,삼진엘앤디,코스닥
000250,삼천당제약,코스닥
024950,삼천리자전거,코스닥
017480,삼현철강,코스닥
046390,삼화네트웍스,코스닥
027580,상보,코스닥
091580,상신이디피,코스닥
089980,상아프론테크,코스닥
042600,새로닉스,코스닥
038070,서린바이오,코스닥
006730,서부T&D,코스닥
079650,서산,코스닥
100660,서암기계공업,코스닥
012860,서연전자,코스닥
019770,서연탑메탈,코스닥
043710,서울리거,코스닥
046890,서울반도체,코스닥
063170,서울옥션,코스닥
027040,서울전자통신,코스닥
018680,서울제약,코스닥
093920,서원인텍,코스닥
189860,서전기전,코스닥
122690,서진오토모티브,코스닥
011370,서한,코스닥
065710,서호전기,코스닥
033790,서화정보통신,코스닥
035890,서희건설,코스닥
003100,선광,코스닥
123420,선데이토즈,코스닥
014620,성광벤드,코스닥
037350,성도이엔지,코스닥
081580,성우전자,코스닥
045300,성우테크론,코스닥
015750,성우하이텍,코스닥
080470,성창오토텍,코스닥
043260,성호전자,코스닥
053060,세동,코스닥
017510,세명전기,코스닥
214310,세미콘라이트,코스닥
011560,세보엠이씨,코스닥
121800,세븐스타웍스,코스닥
100700,세운메디칼,코스닥
024830,세원물산,코스닥
036630,세종텔레콤,코스닥
039310,세중,코스닥
080440,세진전자,코스닥
067770,세진티에스,코스닥
053450,세코닉스,코스닥
049180,셀루메드,코스닥
108860,셀바스AI,코스닥
208370,셀바스헬스케어,코스닥
068270,셀트리온,코스닥
068760,셀트리온제약,코스닥
053110,소리바다,코스닥
052190,소프트맥스,코스닥
032680,소프트센,코스닥
032685,소프트센우,코스닥
066910,손오공,코스닥
043100,솔고바이오,코스닥
070300,솔라시아,코스닥
154040,솔루에타,코스닥
035610,솔본,코스닥
036830,솔브레인,코스닥
086980,쇼박스,코스닥
050960,수산아이앤티,코스닥
084180,수성,코스닥
236200,슈프리마,코스닥
094840,슈프리마에이치큐,코스닥
192440,슈피겐코리아,코스닥
099440,스맥,코스닥
115570,스타플렉스,코스닥
087220,스틸플라워,코스닥
028040,스페로 글로벌,코스닥
013810,스페코,코스닥
039670,스포츠서울,코스닥
049830,승일,코스닥
020710,시공테크,코스닥
033170,시그네틱스,코스닥
025320,시노펙스,코스닥
131090,시큐브,코스닥
001000,신라섬유,코스닥
025870,신라에스지,코스닥
065350,신성델타테크,코스닥
056000,신스타임즈,코스닥
086830,신양오라컴,코스닥
225590,신영스팩2호,코스닥
017000,신원종합개발,코스닥
012790,신일제약,코스닥
138070,신진에스엠,코스닥
203650,신한제2호SPAC,코스닥
056700,신화인터텍,코스닥
187270,신화콘텍,코스닥
108320,실리콘웍스,코스닥
222800,심텍,코스닥
036710,심텍홀딩스,코스닥
160980,싸이맥스,코스닥
010280,쌍용정보통신,코스닥
051170,썬코어,코스닥
122800,썬텍,코스닥
208640,썸에이지,코스닥
222420,쎄노텍,코스닥
037760,쎄니트,코스닥
136510,쎄미시스코,코스닥
099320,쎄트렉아이,코스닥
049960,쎌바이오텍,코스닥
050890,쏠리드,코스닥
099830,씨그널엔터테인먼트그룹,코스닥
066790,씨씨에스,코스닥
115530,씨엔플러스,코스닥
225330,씨엠에스에듀,코스닥
115480,씨유메디칼,코스닥
096530,씨젠,코스닥
900120,씨케이에이치,코스닥
101240,씨큐브,코스닥
047920,씨트리,코스닥
060590,씨티씨바이오,코스닥
036170,씨티엘,코스닥
013990,아가방컴퍼니,코스닥
123860,아나패스,코스닥
058220,아리온,코스닥
052710,아모텍,코스닥
074430,아미노로직스,코스닥
092040,아미코젠,코스닥
083930,아바코,코스닥
149950,아바텍,코스닥
036010,아비코전자,코스닥
050860,아세아텍,코스닥
067390,아스트,코스닥
127710,아시아경제,코스닥
143160,아이디스,코스닥
054800,아이디스홀딩스,코스닥
060570,아이리버,코스닥
099190,아이센스,코스닥
214430,아이쓰리시스템,코스닥
040910,아이씨디,코스닥
068940,아이씨케이,코스닥
052860,아이앤씨,코스닥
069920,아이에스이커머스,코스닥
038880,아이에이,코스닥
101390,아이엠,코스닥
226350,아이엠텍,코스닥
078860,아이오케이,코스닥
114810,아이원스,코스닥
023430,아이이,코스닥
031310,아이즈비전,코스닥
185490,아이진,코스닥
059100,아이컴포넌트,코스닥
052460,아이크래프트,코스닥
119830,아이텍반도체,코스닥
124500,아이티센,코스닥
032080,아즈텍WB,코스닥
013310,아진산업,코스닥
059120,아진엑스텍,코스닥
056730,아큐픽스,코스닥
023890,아트라스BX,코스닥
067160,아프리카TV,코스닥
001540,안국약품,코스닥
053800,안랩,코스닥
065660,안트로젠,코스닥
131370,알서포트,코스닥
096610,알에프세미,코스닥
061040,알에프텍,코스닥
148250,알엔투테크놀로지,코스닥
196170,알테오젠,코스닥
123750,알톤스포츠,코스닥
085810,알티캐스트,코스닥
117670,알파홀딩스,코스닥
205500,액션스퀘어,코스닥
052790,액토즈소프트,코스닥
131400,액트,코스닥
238090,앤디포스,코스닥
030960,양지사,코스닥
102120,어보브반도체,코스닥
019990,에너토크,코스닥
025980,에머슨퍼시픽,코스닥
041440,에버다임,코스닥
038680,에스넷,코스닥
121890,에스디시스템,코스닥
030270,에스마크,코스닥
097780,에스맥,코스닥
042110,에스씨디,코스닥
065420,에스아이리소스,코스닥
050320,에스아이티글로벌,코스닥
103230,에스앤더블류,코스닥
900080,에스앤씨엔진그룹,코스닥
101490,에스앤에스텍,코스닥
095910,에스에너지,코스닥
036500,에스에스컴텍,코스닥
031330,에스에이엠티,코스닥
060540,에스에이티,코스닥
112240,에스에프씨,코스닥
056190,에스에프에이,코스닥
080000,에스엔유,코스닥
160600,에스엔텍,코스닥
041510,에스엠,코스닥
007820,에스엠코어,코스닥
109610,에스와이패널,코스닥
096630,에스코넥,코스닥
069510,에스텍,코스닥
041910,에스텍파마,코스닥
039440,에스티아이,코스닥
098660,에스티오,코스닥
052020,에스티큐브,코스닥
237690,에스티팜,코스닥
050760,에스폴리텍,코스닥
058610,에스피지,코스닥
043340,에쎈테크,코스닥
054630,에이디칩스,코스닥
200710,에이디테크놀로지,코스닥
031860,에이모션,코스닥
003800,에이스침대,코스닥
088800,에이스테크,코스닥
138360,에이씨티,코스닥
035290,에이원앤,코스닥
072990,에이치시티,코스닥
028300,에이치엘비,코스닥
067630,에이치엘비생명과학,코스닥
043220,에이치엘비파워,코스닥
239610,에이치엘사이언스,코스닥
226340,에이치엠씨3호스팩,코스닥
044780,에이치케이,코스닥
071670,에이테크솔루션,코스닥
045660,에이텍,코스닥
224110,에이텍티앤,코스닥
021080,에이티넘인베스트,코스닥
089530,에이티세미콘,코스닥
182400,에이티젠,코스닥
073570,에이티테크놀러지,코스닥
043580,에임하이,코스닥
214870,에치디프로,코스닥
230360,에코마케팅,코스닥
038870,에코바이오,코스닥
086520,에코프로,코스닥
038110,에코플라스틱,코스닥
073540,에프알텍,코스닥
036810,에프에스티,코스닥
063440,에프엔씨애드컬쳐,코스닥
173940,에프엔씨엔터,코스닥
065160,에프티이앤이,코스닥
054940,엑사이엔씨,코스닥
950130,엑세스바이오,코스닥
205100,엑셈,코스닥
092870,엑시콘,코스닥
067570,엔브이에이치코리아,코스닥
054340,엔알케이,코스닥
217820,엔에스,코스닥
095300,엔에스브이,코스닥
207720,엔에이치SL스팩,코스닥
198440,엔에이치스팩3호,코스닥
215790,엔에이치스팩5호,코스닥
217810,엔에이치스팩7호,코스닥
218410,엔에이치스팩8호,코스닥
225570,엔에이치스팩9호,코스닥
208860,엔지스테크널러지,코스닥
206400,엔터메이트,코스닥
069410,엔텔스,코스닥
048830,엔피케이,코스닥
096870,엘디티,코스닥
061970,엘비세미콘,코스닥
138690,엘아이에스,코스닥
220260,엘아이지이에스스팩,코스닥
066970,엘앤에프,코스닥
073110,엘엠에스,코스닥
083310,엘오티베큠,코스닥
037950,엘컴텍,코스닥
170920,엘티씨,코스닥
058630,엠게임,코스닥
019590,엠벤처투자,코스닥
097520,엠씨넥스,코스닥
009780,엠에스씨,코스닥
123040,엠에스오토텍,코스닥
032790,엠젠플러스,코스닥
180400,엠지메드,코스닥
033160,엠케이전자,코스닥
050540,엠피씨,코스닥
115960,연우,코스닥
090740,연이정보통신,코스닥
007530,영신금속,코스닥
143540,영우디에스피,코스닥
036180,영인프런티어,코스닥
036560,영풍정밀,코스닥
036000,예림당,코스닥
053280,예스24,코스닥
122640,예스티,코스닥
900300,오가닉티코스메틱,코스닥
045060,오공,코스닥
080520,오디텍,코스닥
039830,오로라,코스닥
046120,오르비텍,코스닥
014940,오리엔탈정공,코스닥
065500,오리엔트정공,코스닥
010470,오리콤,코스닥
053980,오상자이엘,코스닥
052420,오성엘에스티,코스닥
039200,오스코텍,코스닥
031510,오스템,코스닥
048260,오스템임플란트,코스닥
138080,오이솔루션,코스닥
080580,오킨스전자,코스닥
067170,오텍,코스닥
049480,오픈베이스,코스닥
196450,온다 엔터테인먼트,코스닥
057540,옴니시스템,코스닥
057680,옴니텔,코스닥
123010,옵토팩,코스닥
082210,옵트론텍,코스닥
109080,옵티시스,코스닥
052770,와이디온라인,코스닥
057030,와이비엠넷,코스닥
122990,와이솔,코스닥
067900,와이엔텍,코스닥
155650,와이엠씨,코스닥
066430,와이오엠,코스닥
193250,와이제이엠게임즈,코스닥
019210,와이지-원,코스닥
122870,와이지엔터테인먼트,코스닥
079000,와토스코리아,코스닥
900180,완리,코스닥
114630,우노앤컴퍼니,코스닥
032820,우리기술,코스닥
041190,우리기술투자,코스닥
115440,우리넷,코스닥
046970,우리로,코스닥
215360,우리산업,코스닥
072470,우리산업홀딩스,코스닥
073560,우리손에프앤지,코스닥
153490,우리이앤엘,코스닥
082850,우리이티아이,코스닥
037400,우리조명,코스닥
101170,우림기계,코스닥
194610,우성아이비,코스닥
066590,우수AMS,코스닥
046940,우원개발,코스닥
052270,우전,코스닥
065680,우주일렉트로,코스닥
018620,우진비앤지,코스닥
032940,원익,코스닥
240810,원익IPS,코스닥
074600,원익QnC,코스닥
104830,원익머트리얼즈,코스닥
014190,원익큐브,코스닥
030530,원익홀딩스,코스닥
012620,원일특강,코스닥
008370,원풍,코스닥
008290,원풍물산,코스닥
101160,월덱스,코스닥
095270,웨이브일렉트로,코스닥
900130,웨이포트,코스닥
065950,웰크론,코스닥
114190,웰크론강원,코스닥
076080,웰크론한텍,코스닥
196700,웹스,코스닥
069080,웹젠,코스닥
039790,위노바,코스닥
044340,위닉스,코스닥
112040,위메이드,코스닥
038620,위즈코프,코스닥
036090,위지트,코스닥
136540,윈스,코스닥
097800,윈팩,코스닥
192390,윈하이텍,코스닥
044480,유니더스,코스닥
036200,유니셈,코스닥
018000,유니슨,코스닥
011320,유니크,코스닥
086390,유니테스트,코스닥
241690,유니테크노,코스닥
142210,유니트론텍,코스닥
048430,유라테크,코스닥
089850,유비벨록스,코스닥
032620,유비케어,코스닥
078070,유비쿼스,코스닥
024800,유성티엔에스,코스닥
054930,유신,코스닥
069330,유아이디,코스닥
049520,유아이엘,코스닥
204620,유안타제1호스팩,코스닥
219960,유안타제2호스팩,코스닥
056090,유앤아이,코스닥
195990,유지인트,코스닥
023410,유진기업,코스닥
056080,유진로봇,코스닥
221200,유진스팩3호,코스닥
215090,유진에이씨피씨스팩2호,코스닥
084370,유진테크,코스닥
178780,유테크,코스닥
191410,육일씨엔에쓰,코스닥
044960,이-글 벳,코스닥
039020,이건창호,코스닥
060230,이그잭스,코스닥
067920,이글루시큐리티,코스닥
073490,이노와이어리스,코스닥
088390,이녹스,코스닥
053350,이니텍,코스닥
033110,이디,코스닥
041520,이라이콤,코스닥
054210,이랜텍,코스닥
065440,이루온,코스닥
036260,이매진아시아,코스닥
115610,이미지스,코스닥
217600,이베스트스팩2호,코스닥
225440,이베스트스팩3호,코스닥
078020,이베스트투자증권,코스닥
080010,이상네트웍스,코스닥
086890,이수앱지스,코스닥
047560,이스트소프트,코스닥
900110,이스트아시아홀딩스,코스닥
067010,이씨에스,코스닥
223310,이에스브이,코스닥
102710,이엔에프테크놀로지,코스닥
094190,이엘케이,코스닥
123570,이엠넷,코스닥
095190,이엠코리아,코스닥
091120,이엠텍,코스닥
039030,이오테크닉스,코스닥
088290,이원컴포텍,코스닥
033600,이젠텍,코스닥
035810,이지바이오,코스닥
090850,이지웰페어,코스닥
058530,이큐스앤자루,코스닥
092130,이크레더블,코스닥
016250,이테크건설,코스닥
096040,이트론,코스닥
134060,이퓨쳐,코스닥
001840,이화공영,코스닥
024810,이화전기,코스닥
041830,인바디,코스닥
079950,인베니아,코스닥
060150,인선이엔티,코스닥
033230,인성정보,코스닥
037330,인지디스플레,코스닥
083640,인콘,코스닥
216050,인크로스,코스닥
049070,인탑스,코스닥
119610,인터로조,코스닥
158310,인터불스,코스닥
017250,인터엠,코스닥
108790,인터파크,코스닥
035080,인터파크홀딩스,코스닥
051370,인터플렉스,코스닥
064290,인텍플러스,코스닥
189300,인텔리안테크,코스닥
150840,인트로메딕,코스닥
048530,인트론바이오,코스닥
175140,인포마크,코스닥
115310,인포바인,코스닥
039290,인포뱅크,코스닥
041020,인프라웨어,코스닥
071200,인피니트헬스케어,코스닥
101930,인화정공,코스닥
078940,일경산업개발,코스닥
068330,일신바이오,코스닥
058450,일야,코스닥
019540,일지테크,코스닥
094820,일진파워,코스닥
950140,잉글우드랩(Reg.S),코스닥
049550,잉크테크,코스닥
043910,자연과환경,코스닥
234920,자이글,코스닥
174880,장원테크,코스닥
049630,재영솔루텍,코스닥
065530,전파기지국,코스닥
208140,정다운,코스닥
022220,정산애강,코스닥
040420,정상제이엘에스,코스닥
045510,정원엔시스,코스닥
065620,제낙스,코스닥
217190,제너셈,코스닥
095700,제넥신,코스닥
187420,제노포커스,코스닥
123330,제닉,코스닥
159580,제로투세븐,코스닥
147830,제룡산업,코스닥
033100,제룡전기,코스닥
019570,제미니투자,코스닥
079370,제우스,코스닥
054950,제이브이엠,코스닥
096690,제이스테판,코스닥
090470,제이스텍,코스닥
137950,제이씨케미칼,코스닥
033320,제이씨현시스템,코스닥
026040,제이에스티나,코스닥
126880,제이엔케이히터,코스닥
033050,제이엠아이,코스닥
094970,제이엠티,코스닥
058420,제이웨이,코스닥
036420,제이콘텐트리,코스닥
089790,제이티,코스닥
052670,제일바이오,코스닥
023440,제일제강,코스닥
038010,제일테크노스,코스닥
080220,제주반도체,코스닥
082270,젬백스,코스닥
041590,젬백스테크놀러지,코스닥
044060,조광ILI,코스닥
034940,조아제약,코스닥
101730,조이맥스,코스닥
067000,조이시티,코스닥
033340,좋은사람들,코스닥
036930,주성엔지니어링,코스닥
072020,중앙백신,코스닥
000440,중앙에너비스,코스닥
054180,중앙오션,코스닥
155960,지디,코스닥
208350,지란지교시큐리티,코스닥
114570,지스마트글로벌,코스닥
051160,지어소프트,코스닥
053050,지에스이,코스닥
119850,지엔씨에너지,코스닥
065060,지엔코,코스닥
204840,지엘팜텍,코스닥
018290,지엠피,코스닥
115450,지트리비앤티,코스닥
018120,진로발효,코스닥
109820,진매트릭스,코스닥
086060,진바이오텍,코스닥
036890,진성티이씨,코스닥
007370,진양제약,코스닥
085660,차바이오텍,코스닥
900040,차이나그레이트,코스닥
900090,차이나하오란,코스닥
094850,참좋은레져,코스닥
004650,창해에탄올,코스닥
111820,처음앤씨,코스닥
096240,청담러닝,코스닥
013720,청보산업,코스닥
047820,초록뱀,코스닥
094360,칩스앤미디어,코스닥
016920,카스,코스닥
035720,카카오,코스닥
071850,캐스텍코리아,코스닥
066410,캔들미디어,코스닥
050110,캠시스,코스닥
078340,컴투스,코스닥
214370,케어젠,코스닥
221980,케이디켐,코스닥
043290,케이맥,코스닥
250930,케이비제10호스팩,코스닥
222390,케이비제8호스팩,코스닥
232270,케이비제9호스팩,코스닥
192250,케이사인,코스닥
115500,케이씨에스,코스닥
089150,케이씨티,코스닥
025880,케이씨피드,코스닥
093320,케이아이엔엑스,코스닥
065940,케이에스씨비,코스닥
073010,케이에스피,코스닥
105330,케이엔더블유,코스닥
068150,케이엔씨글로벌,코스닥
039420,케이엘넷,코스닥
083550,케이엠,코스닥
032500,케이엠더블유,코스닥
204650,케이티비스팩1호,코스닥
214150,케이티비스팩2호,코스닥
064820,케이프,코스닥
024880,케이피에프,코스닥
042040,케이피엠테크,코스닥
054410,케이피티,코스닥
089010,켐트로닉스,코스닥
052400,코나아이,코스닥
094860,코닉글로리,코스닥
046070,코다코,코스닥
047770,코데즈컴바인,코스닥
