code,name,kind1
119650,KC코트렐,기계
079550,LIG넥스원,기계
100840,S&TC,기계
009160,SIMPAC,기계
077970,STX엔진,기계
071970,STX중공업,기계
012200,계양전기,기계
012205,계양전기우,기계
092440,기신정기,기계
007460,나라케이아이씨,기계
015590,대경기계,기계
000490,대동공업,기계
006570,대림통상,기계
058730,동아에스텍,기계
002900,동양물산,기계
082740,두산엔진,기계
042670,두산인프라코어,기계
034020,두산중공업,기계
210540,디와이파워,기계
004380,삼익THK,기계
004450,삼화왕관,기계
091090,세원셀론텍,기계
145210,세화아이엠씨,기계
017550,수산중공업,기계
104120,신성에프에이,기계
104110,신성이엔지,기계
112610,씨에스윈드,기계
085310,엔케이,기계
017370,우신시스템,기계
049800,우진플라임,기계
074610,이엔쓰리,기계
120030,조선선재,기계
009310,참엔지니어링,기계
012600,청호컴넷,기계
010820,퍼스텍,기계
025890,한국주강,기계
017960,한국카본,기계
042700,한미반도체,기계
011700,한신기계,기계
018880,한온시스템,기계
017800,현대엘리베이,기계
010660,화천기계,기계
000850,화천기공,기계
