code,name,kind1
002840,미원상사,제조업
107590,미원에스씨,제조업
134380,미원화학,제조업
003650,미창석유,제조업
003610,방림,제조업
001340,백광산업,제조업
014580,백광소재,제조업
035150,백산,제조업
007210,벽산,제조업
002760,보락,제조업
003850,보령제약,제조업
004740,보루네오,제조업
000890,보해양조,제조업
003000,부광약품,제조업
026940,부국철강,제조업
011390,부산산업,제조업
005030,부산주공,제조업
005180,빙그레,제조업
003960,사조대림,제조업
008040,사조동아원,제조업
014710,사조씨푸드,제조업
079660,사조해표,제조업
005090,삼광글라스,제조업
005610,삼립식품,제조업
006400,삼성SDI,제조업
006405,삼성SDI우,제조업
006660,삼성공조,제조업
207940,삼성바이오로직스,제조업
009150,삼성전기,제조업
009155,삼성전기우,제조업
005930,삼성전자,제조업
005935,삼성전자우,제조업
001360,삼성제약,제조업
010140,삼성중공업,제조업
010145,삼성중공우,제조업
006110,삼아알미늄,제조업
145990,삼양사,제조업
145995,삼양사우,제조업
003230,삼양식품,제조업
002170,삼양통상,제조업
005680,삼영전자,제조업
003720,삼영화학,제조업
023000,삼원강재,제조업
004380,삼익THK,제조업
002450,삼익악기,제조업
000520,삼일제약,제조업
009770,삼정펄프,제조업
005500,삼진제약,제조업
004450,삼화왕관,제조업
009470,삼화전기,제조업
011230,삼화전자,제조업
001820,삼화콘덴서,제조업
000390,삼화페인트,제조업
041650,상신브레이크,제조업
075180,새론오토모티브,제조업
007540,샘표,제조업
248170,샘표식품,제조업
200880,서연이화,제조업
004410,서울식품,제조업
004415,서울식품우,제조업
021050,서원,제조업
008490,서흥,제조업
007610,선도전기,제조업
136490,선진,제조업
002820,선창산업,제조업
014910,성문전자,제조업
014915,성문전자우,제조업
003080,성보화학,제조업
004980,성신양회,제조업
004987,성신양회2우B,제조업
004989,성신양회3우B,제조업
004985,성신양회우,제조업
011300,성안,제조업
004490,세방전지,제조업
001430,세아베스틸,제조업
003030,세아제강,제조업
019440,세아특수강,제조업
091090,세원셀론텍,제조업
021820,세원정공,제조업
033530,세종공업,제조업
075580,세진중공업,제조업
027970,세하,제조업
145210,세화아이엠씨,제조업
004430,송원산업,제조업
017550,수산중공업,제조업
002200,수출포장,제조업
003060,슈넬생명과학,제조업
016590,신대양제지,제조업
029530,신도리코,제조업
011930,신성솔라에너지,제조업
104120,신성에프에이,제조업
104110,신성이엔지,제조업
005800,신영와코루,제조업
009270,신원,제조업
009275,신원우,제조업
019170,신풍제약,제조업
019175,신풍제약우,제조업
002870,신풍제지,제조업
001770,신화실업,제조업
102280,쌍방울,제조업
047400,쌍용머티리얼,제조업
003410,쌍용양회,제조업
003419,쌍용양회3우B,제조업
003415,쌍용양회우,제조업
003620,쌍용차,제조업
004770,써니전자,제조업
112610,씨에스윈드,제조업
008700,아남전자,제조업
090430,아모레퍼시픽,제조업
090435,아모레퍼시픽우,제조업
090370,아비스타,제조업
183190,아세아시멘트,제조업
002310,아세아제지,제조업
010780,아이에스동서,제조업
007630,아이카이스트랩,제조업
001780,알루코,제조업
002250,알보젠코리아,제조업
161000,애경유화,제조업
011090,에넥스,제조업
005850,에스엘,제조업
078520,에이블씨엔씨,제조업
015260,에이엔피,제조업
085310,엔케이,제조업
014440,영보화학,제조업
003520,영진약품,제조업
000670,영풍,제조업
006740,영풍제지,제조업
012280,영화금속,제조업
012160,영흥철강,제조업
007310,오뚜기,제조업
002630,오리엔트바이오,제조업
001800,오리온,제조업
004720,우리들제약,제조업
006980,우성사료,제조업
017370,우신시스템,제조업
105840,우진,제조업
049800,우진플라임,제조업
103130,웅진에너지,제조업
005820,원림,제조업
033270,유나이티드제약,제조업
014830,유니드,제조업
000910,유니온,제조업
011330,유니켐,제조업
002920,유성기업,제조업
011690,유양디앤유,제조업
000220,유유제약,제조업
000225,유유제약1우,제조업
000227,유유제약2우B,제조업
000100,유한양행,제조업
000105,유한양행우,제조업
008730,율촌화학,제조업
008250,이건산업,제조업
025820,이구산업,제조업
007660,이수페타시스,제조업
005950,이수화학,제조업
074610,이엔쓰리,제조업
102460,이연제약,제조업
014990,인디에프,제조업
023800,인지컨트롤스,제조업
023810,인팩,제조업
249420,일동제약,제조업
000230,일동홀딩스,제조업
003120,일성신약,제조업
003200,일신방직,제조업
007570,일양약품,제조업
007575,일양약품우,제조업
008500,일정실업,제조업
081000,일진다이아,제조업
020760,일진디스플,제조업
020150,일진머티리얼즈,제조업
103590,일진전기,제조업
033240,자화전자,제조업
000950,전방,제조업
194370,제이에스코퍼레이션,제조업
025620,제이준,제조업
002620,제일약품,제조업
001560,제일연마,제조업
004910,조광페인트,제조업
004700,조광피혁,제조업
001550,조비,제조업
000480,조선내화,제조업
120030,조선선재,제조업
018470,조일알미늄,제조업
002600,조흥,제조업
185750,종근당,제조업
063160,종근당바이오,제조업
044380,주연테크,제조업
013870,지엠비코리아,제조업
010580,지코,제조업
003780,진양산업,제조업
010640,진양폴리,제조업
051630,진양화학,제조업
009310,참엔지니어링,제조업
012600,청호컴넷,제조업
033250,체시스,제조업
006380,카프로,제조업
029460,케이씨텍,제조업
007815,코리아써우,제조업
007810,코리아써키트,제조업
00781K,코리아써키트2우B,제조업
152330,코리아오토글라스,제조업
192820,코스맥스,제조업
005070,코스모신소재,제조업
005420,코스모화학,제조업
071950,코아스,제조업
144620,코오롱머티리얼,제조업
120110,코오롱인더,제조업
120115,코오롱인더우,제조업
138490,코오롱플라스틱,제조업
192400,쿠쿠전자,제조업
005740,크라운제과,제조업
005745,크라운제우,제조업
015890,태경산업,제조업
006890,태경화학,제조업
003240,태광산업,제조업
011280,태림포장,제조업
004100,태양금속,제조업
004105,태양금속우,제조업
001420,태원물산,제조업
007980,태평양물산,제조업
214420,토니모리,제조업
019180,티에이치엔,제조업
004870,티웨이홀딩스,제조업
134790,팀스,제조업
005690,파미셀,제조업
036580,팜스코,제조업
010820,퍼스텍,제조업
016800,퍼시스,제조업
001020,페이퍼코리아,제조업
090080,평화산업,제조업
058430,포스코강판,제조업
103140,풍산,제조업
033180,필룩스,제조업
071090,하이스틸,제조업
019490,하이트론,제조업
000080,하이트진로,제조업
000087,하이트진로2우B,제조업
010040,한국내화,제조업
025540,한국단자,제조업
004090,한국석유,제조업
002960,한국쉘석유,제조업
002000,한국유리,제조업
002005,한국유리우,제조업
002300,한국제지,제조업
025890,한국주강,제조업
000970,한국주철관,제조업
104700,한국철강,제조업
017960,한국카본,제조업
161890,한국콜마,제조업
161390,한국타이어,제조업
007280,한국특수형강,제조업
010100,한국프랜지,제조업
047810,한국항공우주,제조업
003350,한국화장품제조,제조업
011500,한농화성,제조업
002390,한독,제조업
042700,한미반도체,제조업
128940,한미약품,제조업
020000,한섬,제조업
003680,한성기업,제조업
105630,한세실업,제조업
007190,한솔아트원제지,제조업
007197,한솔아트원제지2우B,제조업
213500,한솔제지,제조업
014680,한솔케미칼,제조업
004710,한솔테크닉스,제조업
025750,한솔홈데코,제조업
011700,한신기계,제조업
018880,한온시스템,제조업
009420,한올바이오파마,제조업
003300,한일시멘트,제조업
002220,한일철강,제조업
009460,한창제지,제조업
000880,한화,제조업
00088K,한화3우B,제조업
000885,한화우,제조업
009830,한화케미칼,제조업
009835,한화케미칼우,제조업
012450,한화테크윈,제조업
195870,해성디에스,제조업
101530,해태제과식품,제조업
089470,현대EP,제조업
064350,현대로템,제조업
079430,현대리바트,제조업
012330,현대모비스,제조업
010620,현대미포조선,제조업
004560,현대비앤지스틸,제조업
004565,현대비앤지스틸우,제조업
006390,현대시멘트,제조업
004310,현대약품,제조업
017800,현대엘리베이,제조업
011210,현대위아,제조업
004020,현대제철,제조업
009540,현대중공업,제조업
005380,현대차,제조업
005387,현대차2우B,제조업
005389,현대차3우B,제조업
005385,현대차우,제조업
011720,현대페인트,제조업
093240,형지엘리트,제조업
013520,화승알앤에이,제조업
006060,화승인더,제조업
010690,화신,제조업
133820,화인베스틸,제조업
010660,화천기계,제조업
000850,화천기공,제조업
016580,환인제약,제조업
032560,황금에스티,제조업
004800,효성,제조업
093370,후성,제조업
005870,휴니드,제조업
079980,휴비스,제조업
005010,휴스틸,제조업
069260,휴켐스,제조업
