code,name,kind1
092220,KEC,전기전자
034220,LG디스플레이,전기전자
011070,LG이노텍,전기전자
066570,LG전자,전기전자
066575,LG전자우,전기전자
010120,LS산전,전기전자
000660,SK하이닉스,전기전자
000500,가온전선,전기전자
009450,경동나비엔,전기전자
009140,경인전자,전기전자
017040,광명전기,전기전자
017900,광전자,전기전자
001210,금호전기,전기전자
110570,넥솔론,전기전자
004130,대덕GDS,전기전자
004135,대덕GDS우,전기전자
008060,대덕전자,전기전자
008110,대동전자,전기전자
006340,대원전선,전기전자
006345,대원전선우,전기전자
001440,대한전선,전기전자
000990,동부하이텍,전기전자
000995,동부하이텍1우,전기전자
026890,디피씨,전기전자
006400,삼성SDI,전기전자
006405,삼성SDI우,전기전자
009150,삼성전기,전기전자
009155,삼성전기우,전기전자
005930,삼성전자,전기전자
005935,삼성전자우,전기전자
005680,삼영전자,전기전자
009470,삼화전기,전기전자
011230,삼화전자,전기전자
001820,삼화콘덴서,전기전자
007610,선도전기,전기전자
014910,성문전자,전기전자
014915,성문전자우,전기전자
004490,세방전지,전기전자
029530,신도리코,전기전자
011930,신성솔라에너지,전기전자
004770,써니전자,전기전자
008700,아남전자,전기전자
007630,아이카이스트랩,전기전자
015260,에이엔피,전기전자
103130,웅진에너지,전기전자
011690,유양디앤유,전기전자
007660,이수페타시스,전기전자
020760,일진디스플,전기전자
020150,일진머티리얼즈,전기전자
103590,일진전기,전기전자
033240,자화전자,전기전자
044380,주연테크,전기전자
007815,코리아써우,전기전자
007810,코리아써키트,전기전자
00781K,코리아써키트2우B,전기전자
192400,쿠쿠전자,전기전자
019180,티에이치엔,전기전자
033180,필룩스,전기전자
019490,하이트론,전기전자
025540,한국단자,전기전자
004710,한솔테크닉스,전기전자
195870,해성디에스,전기전자
005870,휴니드,전기전자
